word,start_time,end_time
open,1619819116.500707,1619819117.5080538
today,1619819118.5040467,1619819119.5115168
technology,1619819120.5333345,1619819121.9410172
south,1619819122.957618,1619819124.0652103
case,1619819125.080549,1619819126.1891785
project,1619819127.1927426,1619819128.4004188
same,1619819129.412708,1619819130.4692729
pages,1619819131.4767258,1619819132.7347786
uk,1619819133.7270708,1619819134.9847627
version,1619819135.979135,1619819137.1380584
section,1619819138.1504672,1619819139.3100111
own,1619819140.31967,1619819141.1777368
found,1619819142.1916883,1619819143.298927
sports,1619819144.3079627,1619819145.7168097
house,1619819146.7250905,1619819147.8820894
related,1619819148.891209,1619819150.0991392
security,1619819151.1080918,1619819152.5157063
both,1619819153.529304,1619819154.5360508
g,1619819155.5476096,1619819156.454363
county,1619819157.4657283,1619819158.62446
ok_google,1619819159.630296,1619819161.2379525
american,1619819162.2468355,1619819163.5049944
photo,1619819164.512924,1619819165.6695857
game,1619819166.6598876,1619819167.5664368
members,1619819168.5801523,1619819169.8376133
power,1619819170.826287,1619819171.7322564
while,1619819172.7336252,1619819173.6897738
care,1619819174.6731539,1619819175.5303905
network,1619819176.522231,1619819177.7309232
down,1619819178.7254686,1619819179.6826425
computer,1619819180.675395,1619819181.882495
systems,1619819182.8952086,1619819184.4038332
three,1619819185.4162247,1619819186.4229448
total,1619819187.4369385,1619819188.495297
place,1619819189.4921782,1619819190.6488922
end,1619819191.6457574,1619819192.502489
following,1619819193.5166483,1619819194.674948
download,1619819195.681427,1619819196.9417372
h,1619819197.9621625,1619819199.02148
him,1619819200.0363035,1619819200.8945758
without,1619819201.881498,1619819203.0417626
per,1619819204.0479796,1619819204.904586
access,1619819205.9212956,1619819207.179567
think,1619819208.194181,1619819209.252439
north,1619819210.2598996,1619819211.316988
resources,1619819212.303847,1619819213.7637997
current,1619819214.7814355,1619819215.8882232
posts,1619819216.8976686,1619819218.2568538
big,1619819219.274185,1619819220.080029
media,1619819221.0982711,1619819222.1549714
law,1619819223.1688282,1619819224.077381
control,1619819225.0945096,1619819226.253274
water,1619819227.269461,1619819228.326397
history,1619819229.3375142,1619819230.495284
pictures,1619819231.4946918,1619819232.754327
size,1619819233.7446277,1619819235.0522652
art,1619819236.0631626,1619819237.119527
personal,1619819238.125806,1619819239.2834198
since,1619819240.2914162,1619819241.6000297
including,1619819242.6112983,1619819243.8705173
guide,1619819244.863235,1619819245.8201895
shop,1619819246.8336933,1619819247.7907615
directory,1619819248.7988322,1619819250.1578355
board,1619819251.156204,1619819252.1633866
location,1619819253.1716218,1619819254.52981
change,1619819255.5215783,1619819256.7298284
white,1619819257.744183,1619819258.8025553
text,1619819259.7965636,1619819261.003791
small,1619819262.0175848,1619819263.1251044
rating,1619819264.133494,1619819265.2400503
rate,1619819266.2506185,1619819267.3088078
hey_siri,1619819268.3228827,1619819269.7321782
government,1619819270.7416768,1619819271.948334
children,1619819272.962478,1619819274.2208416
during,1619819275.2354975,1619819276.293316
usa,1619819277.3079758,1619819278.76503
return,1619819279.7758796,1619819280.9326043
students,1619819281.9467947,1619819283.505773
v,1619819284.4990785,1619819285.4557173
shopping,1619819286.44372,1619819287.5517924
account,1619819288.5511441,1619819289.708021
times,1619819290.704097,1619819291.9622808
sites,1619819292.9780333,1619819294.2861023
level,1619819295.278707,1619819296.2856722
digital,1619819297.2850018,1619819298.4422042
profile,1619819299.4295802,1619819300.6370006
previous,1619819301.6535752,1619819303.0631127
form,1619819304.0793252,1619819305.1367106
events,1619819306.1302729,1619819307.4396265
love,1619819308.440274,1619819309.3491094
old,1619819310.3607225,1619819311.2670546
john,1619819312.2789817,1619819313.2370105
main,1619819314.246631,1619819315.2037563
call,1619819316.1978407,1619819317.1541991
hours,1619819318.1726832,1619819319.2313166
image,1619819320.239664,1619819321.2981217
department,1619819322.3088822,1619819323.6664057
title,1619819324.6757016,1619819325.7330444
description,1619819326.7445295,1619819328.1045995
non,1619819329.1214805,1619819330.0286329
k,1619819331.0199606,1619819331.8772213
y,1619819332.8935761,1619819333.8518558
insurance,1619819334.8701086,1619819336.428055
another,1619819337.4365537,1619819338.3936808
why,1619819339.3876603,1619819340.3440917
shall,1619819341.3637803,1619819342.372807
property,1619819343.3632145,1619819344.5718386
class,1619819345.5854616,1619819346.7944543
cd,1619819347.8102114,1619819349.1179779
still,1619819350.104847,1619819351.1614845
money,1619819352.163319,1619819353.171485
quality,1619819354.1757863,1619819355.3839648
every,1619819356.3980024,1619819357.354994
listing,1619819358.3434906,1619819359.5516531
content,1619819360.5618906,1619819361.8202844
country,1619819362.8204505,1619819363.9776943
private,1619819364.9873273,1619819366.1445434
little,1619819367.1600316,1619819368.1160963
visit,1619819369.126059,1619819370.2859285
save,1619819371.3021681,1619819372.408903
tools,1619819373.4155917,1619819374.623723
low,1619819375.6334085,1619819376.5406456
ok_google,1619819377.5562282,1619819379.1645296
reply,1619819380.1779132,1619819381.284767
customer,1619819382.301319,1619819383.3588693
december,1619819384.367674,1619819385.5253043
compare,1619819386.5245652,1619819387.6325936
movies,1619819388.640863,1619819389.950385
include,1619819390.961292,1619819392.1191094
college,1619819393.110698,1619819394.2176023
value,1619819395.2316074,1619819396.3395479
article,1619819397.3494499,1619819398.5062096
york,1619819399.5151787,1619819400.5732644
man,1619819401.5925717,1619819402.5496373
card,1619819403.5571632,1619819404.5637481
jobs,1619819405.5802069,1619819406.7379007
provide,1619819407.7432437,1619819408.8526137
j,1619819409.861363,1619819410.8180542
food,1619819411.8379717,1619819412.8941429
source,1619819413.9091198,1619819415.2180417
author,1619819416.2260199,1619819417.2345085
different,1619819418.2481418,1619819419.405588
press,1619819420.4049237,1619819421.5131254
u,1619819422.5227246,1619819423.4810314
learn,1619819424.4727025,1619819425.5312896
sale,1619819426.5460427,1619819427.5545647
around,1619819428.5668702,1619819429.6757636
print,1619819430.6732178,1619819431.782031
course,1619819432.7829876,1619819433.942241
job,1619819434.9310715,1619819435.7894843
canada,1619819436.8091233,1619819437.867517
process,1619819438.8815706,1619819440.2408333
teen,1619819441.2525609,1619819442.209551
room,1619819443.2237892,1619819444.1826386
stock,1619819445.1983762,1619819446.2566268
training,1619819447.2691307,1619819448.3270874
too,1619819449.320609,1619819450.227702
credit,1619819451.2345636,1619819452.3428717
point,1619819453.3605697,1619819454.4667556
join,1619819455.4824057,1619819456.4910088
science,1619819457.5107672,1619819458.9191604
men,1619819459.9343395,1619819460.8424182
categories,1619819461.8597097,1619819463.3169096
advanced,1619819464.325209,1619819465.7347867
west,1619819466.7464201,1619819467.8542237
sales,1619819468.867961,1619819470.2262743
look,1619819471.2361689,1619819472.1937041
english,1619819473.1951008,1619819474.4028862
left,1619819475.4161518,1619819476.523633
team,1619819477.5336807,1619819478.4918597
estate,1619819479.4983745,1619819480.7579575
box,1619819481.7722292,1619819482.9290082
conditions,1619819483.9526935,1619819485.4615006
hey_alexa,1619819486.4767609,1619819487.9362304
select,1619819495.9395134,1619819497.1506612
windows,1619819498.1672304,1619819499.5759032
photos,1619819500.5954328,1619819501.9540644
gay,1619819502.951991,1619819503.8102481
thread,1619819504.8040333,1619819505.8123019
week,1619819506.8259153,1619819507.7839725
category,1619819508.7756588,1619819510.0342686
note,1619819511.052154,1619819512.1084216
live,1619819513.1212351,1619819514.1284575
large,1619819515.1389253,1619819516.3460705
gallery,1619819517.354303,1619819518.461274
table,1619819519.4745011,1619819520.481611
register,1619819521.5029404,1619819522.7106931
however,1619819523.7270186,1619819524.7846956
june,1619819525.7926521,1619819526.799525
october,1619819527.822048,1619819529.0305624
november,1619819530.046015,1619819531.3040502
market,1619819532.3186357,1619819533.575994
library,1619819534.5675733,1619819535.774879
really,1619819536.7801375,1619819537.8375902
action,1619819538.825752,1619819539.8829346
start,1619819540.8992465,1619819542.1080222
series,1619819543.0974016,1619819544.4583514
model,1619819545.4745328,1619819546.4828951
features,1619819547.5022256,1619819548.8091528
air,1619819549.8212082,1619819550.5275922
industry,1619819551.5429478,1619819552.8495562
plan,1619819553.869843,1619819554.8275301
human,1619819555.8402655,1619819556.8965764
provided,1619819557.890707,1619819559.0974193
tv,1619819560.1065195,1619819561.3650415
yes,1619819562.3781435,1619819563.5367134
required,1619819564.5513592,1619819565.759627
second,1619819566.7771008,1619819567.9855375
hot,1619819568.9955952,1619819570.00265
accessories,1619819571.0270796,1619819572.534508
cost,1619819573.5518646,1619819574.6590881
movie,1619819575.655795,1619819576.764671
forums,1619819577.7710044,1619819579.2281446
march,1619819580.22584,1619819581.4852133
la,1619819582.501512,1619819583.3574152
september,1619819584.3700387,1619819585.7273326
better,1619819586.7233138,1619819587.629716
say,1619819588.6382337,1619819589.5942378
questions,1619819590.5975344,1619819592.0588133
july,1619819593.050604,1619819594.1082451
yahoo,1619819595.10183,1619819596.2593532
going,1619819597.2750638,1619819598.2820096
medical,1619819599.294537,1619819600.4045374
test,1619819601.4107,1619819602.5185006
ok_google,1619819603.5135884,1619819605.1218514
friend,1619819606.1143405,1619819607.2719822
come,1619819608.26948,1619819609.126631
dec,1619819610.116707,1619819611.0245903
server,1619819612.0232189,1619819613.0804
pc,1619819614.0715969,1619819615.3292654
study,1619819616.3390496,1619819617.446509
application,1619819618.4378366,1619819619.8451948
cart,1619819620.8484309,1619819621.9051056
staff,1619819622.9215326,1619819624.1277647
articles,1619819625.1195183,1619819626.5269587
san,1619819627.5386875,1619819628.595926
feedback,1619819629.6078725,1619819630.8650126
again,1619819631.8580585,1619819632.864208
play,1619819633.8650033,1619819634.7724707
looking,1619819635.7792783,1619819636.8360023
issues,1619819637.8309698,1619819639.088982
april,1619819640.088219,1619819641.1446562
never,1619819642.1586018,1619819643.065759
users,1619819644.0540788,1619819645.3614898
complete,1619819646.3694336,1619819647.626683
street,1619819648.6102338,1619819649.81816
topic,1619819650.8302417,1619819651.8889825
comment,1619819652.9014692,1619819654.0089476
financial,1619819654.999023,1619819656.356413
things,1619819657.3658137,1619819658.6735964
working,1619819659.6868393,1619819660.7943628
against,1619819661.7836735,1619819663.0423253
standard,1619819664.034067,1619819665.2417805
tax,1619819666.2489867,1619819667.4555118
person,1619819668.468232,1619819669.5760827
below,1619819670.5878642,1619819671.5444555
mobile,1619819672.5505292,1619819673.757595
less,1619819674.763389,1619819675.8705473
got,1619819676.8847244,1619819677.8416803
blog,1619819678.8459976,1619819679.7528648
party,1619819680.7614062,1619819681.8689573
payment,1619819682.8865201,1619819684.0432405
equipment,1619819685.0546083,1619819686.362877
login,1619819687.3711038,1619819688.4803412
student,1619819689.493727,1619819690.8013282
let,1619819691.8144515,1619819692.8220832
programs,1619819693.8422658,1619819695.3509433
offers,1619819696.3423996,1619819697.5014017
legal,1619819698.514972,1619819699.5722866
above,1619819700.5817847,1619819701.5406177
recent,1619819702.5531743,1619819703.8107562
park,1619819704.8211505,1619819705.8283668
stores,1619819706.844345,1619819708.1532233
side,1619819709.1669958,1619819710.2230794
act,1619819711.2330444,1619819712.290797
hey_alexa,1619819713.2853446,1619819714.7459958
problem,1619819715.7392828,1619819716.7976804
red,1619819717.798518,1619819718.655902
give,1619819719.6734245,1619819720.4798872
memory,1619819721.4956307,1619819722.6032133
performance,1619819723.593976,1619819725.0019548
social,1619819726.0048914,1619819727.162534
q,1619819728.1748157,1619819729.1312945
august,1619819730.1474974,1619819731.505477
quote,1619819732.5153818,1619819733.621746
language,1619819734.6331372,1619819735.8907406
story,1619819736.8927402,1619819738.100797
sell,1619819739.1111646,1619819740.0677028
options,1619819741.077863,1619819742.4355917
experience,1619819743.4498293,1619819745.1088161
rates,1619819746.113676,1619819747.373008
create,1619819748.384626,1619819749.5918765
key,1619819750.605616,1619819751.5120537
body,1619819752.504638,1619819753.4606643
young,1619819754.468686,1619819755.3753493
america,1619819756.3711374,1619819757.5283852
important,1619819758.5434847,1619819759.9513667
field,1619819760.9412103,1619819762.048113
few,1619819763.0576694,1619819764.0143468
east,1619819765.033067,1619819766.0902853
paper,1619819767.1075785,1619819768.0141182
single,1619819769.0338106,1619819770.141515
ii,1619819771.1568081,1619819771.9147918
age,1619819772.9064374,1619819773.9647942
activities,1619819774.9544752,1619819776.5131872
club,1619819777.5076609,1619819778.3643117
example,1619819779.3731,1619819780.682512
girls,1619819781.667906,1619819782.8766837
additional,1619819783.8760605,1619819785.0343447
password,1619819786.0290775,1619819787.336668
z,1619819788.3473203,1619819789.3056867
latest,1619819790.2982075,1619819791.6072311
something,1619819792.6172807,1619819793.8246496
road,1619819794.8350654,1619819795.8433487
gift,1619819796.8516548,1619819797.9096723
question,1619819798.9268532,1619819800.1344755
changes,1619819801.1493502,1619819802.5068913
night,1619819803.5163589,1619819804.5733056
ca,1619819805.5737846,1619819806.7812316
hard,1619819807.7933133,1619819808.7516565
texas,1619819809.7679582,1619819811.0752034
oct,1619819812.094347,1619819813.2516787
pay,1619819814.2623756,1619819815.1204903
four,1619819816.1203594,1619819817.0775058
poker,1619819818.0863135,1619819818.9931686
status,1619819819.9830804,1619819821.3408725
hey_siri,1619819822.357024,1619819823.76382
browse,1619819824.7493,1619819825.9557056
issue,1619819826.9589915,1619819827.964894
range,1619819828.9821732,1619819830.1890328
building,1619819831.1981785,1619819832.305119
seller,1619819833.317959,1619819834.2746074
court,1619819835.274086,1619819836.3321056
february,1619819837.315745,1619819838.6250284
always,1619819839.6350312,1619819840.9930115
result,1619819841.9857078,1619819843.19468
audio,1619819844.1953256,1619819845.3523874
light,1619819846.3429942,1619819847.4018722
write,1619819848.42006,1619819849.478793
war,1619819850.4926097,1619819851.4484978
nov,1619819852.436406,1619819853.6935728
offer,1619819854.7099617,1619819855.5681663
blue,1619819856.5832136,1619819857.4891047
groups,1619819858.5026934,1619819859.7596865
al,1619819860.7629879,1619819861.5187547
easy,1619819862.5380485,1619819863.5956213
given,1619819864.6059325,1619819865.6119993
files,1619819866.6253722,1619819867.9343357
event,1619819868.9452748,1619819870.0523849
release,1619819871.0670104,1619819872.3240166
analysis,1619819873.3360655,1619819874.7952523
request,1619819875.8068912,1619819877.0638232
fax,1619819878.0613015,1619819879.3701358
china,1619819880.3802748,1619819881.3877356
making,1619819882.3998332,1619819883.4575765
picture,1619819884.4683135,1619819885.475828
needs,1619819886.482414,1619819887.7405543
possible,1619819888.7287486,1619819889.8355818
might,1619819890.8408315,1619819891.898136
professional,1619819892.8917274,1619819894.149424
yet,1619819895.1578314,1619819896.1143012
month,1619819897.1220255,1619819898.1803145
major,1619819899.1736999,1619819900.2302864
star,1619819901.2197237,1619819902.2776983
areas,1619819903.291515,1619819904.5495942
future,1619819905.5543118,1619819906.662462
space,1619819907.6714602,1619819908.9786534
committee,1619819909.992768,1619819911.0995362
hand,1619819912.0886936,1619819913.095853
sun,1619819914.1115508,1619819915.0697842
cards,1619819916.059981,1619819917.318543
problems,1619819918.310715,1619819919.6689625
london,1619819920.661257,1619819921.7687275
washington,1619819922.7779112,1619819924.1363099
meeting,1619819925.1279135,1619819926.23672
rss,1619819927.2461624,1619819928.8557777
become,1619819929.8711383,1619819930.9276083
hey_siri,1619819931.9251006,1619819933.3349817
interest,1619819934.335041,1619819935.6448858
id,1619819936.6543725,1619819937.4625728
child,1619819938.4762292,1619819939.5825112
keep,1619819940.5947466,1619819941.5015633
enter,1619819942.5258584,1619819943.4818106
california,1619819944.5002897,1619819945.9073544
share,1619819946.917121,1619819947.8745081
similar,1619819948.8914154,1619819949.9484272
garden,1619819950.9464772,1619819952.0030644
schools,1619819953.0211532,1619819954.3789728
million,1619819955.392891,1619819956.4999738
added,1619819957.5110466,1619819958.4192836
reference,1619819959.4270077,1619819960.8355365
companies,1619819961.8318233,1619819963.2417755
listed,1619819964.2587917,1619819965.4159343
baby,1619819966.4220939,1619819967.4813094
learning,1619819968.4791288,1619819969.5861166
energy,1619819970.6000652,1619819971.7069314
run,1619819972.720229,1619819973.6273472
delivery,1619819974.6397088,1619819975.7960198
net,1619819976.8074136,1619819977.8145175
popular,1619819978.830201,1619819979.8383555
term,1619819980.8301277,1619819981.7871742
film,1619819982.800661,1619819983.858904
stories,1619819984.8615181,1619819986.2697694
put,1619819987.2873287,1619819988.2952147
computers,1619819989.3002195,1619819990.708017
journal,1619819991.7195313,1619819992.7759907
reports,1619819993.7703497,1619819995.1795948
co,1619819996.1952548,1619819997.1025083
try,1619819998.112327,1619819999.0689254
welcome,1619820000.0891113,1619820001.1965008
central,1619820002.1913056,1619820003.3995852
images,1619820004.4126177,1619820005.6712897
president,1619820006.6660848,1619820007.9747827
notice,1619820008.9871423,1619820010.2959442
original,1619820011.3021317,1619820012.4588838
